[Q] 몇 개예요? (myeot gae-ye-yo?) / [A] 하나예요 (ha-na-ye-yo)	[Q] How many is it? / [A] It is one.
[Q] 몇 잔이에요? (myeot jan-i-e-yo?) / [A] 두 잔이에요 (du jan-i-e-yo)	[Q] How many cups? / [A] Two cups.
[Q] 사진 찍을게요. 준비됐어요? (sa-jin jji-geul-ge-yo jun-bi-dwaess-eo-yo?) / [A] 하나 둘 셋 (ha-na dul set)	[Q] I will take the photo. Ready? / [A] One, two, three.
[Q] 몇 번이에요? (myeot beon-i-e-yo?) / [A] 네 번이에요 (ne beon-i-e-yo)	[Q] Which number is it? / [A] It is number four.
[Q] 몇 개 주세요? (myeot gae ju-se-yo?) / [A] 다섯 개 주세요 (da-seot gae ju-se-yo)	[Q] How many should I give you? / [A] Five, please.
[Q] 전화번호가 뭐예요? (jeon-hwa-beon-ho-ga mwo-ye-yo?) / [A] 일이삼사오예요 (il-i-sam-sa-o-ye-yo)	[Q] What is the phone number? / [A] It is one, two, three, four, five.
[Q] 비밀번호가 뭐예요? (bi-mil-beon-ho-ga mwo-ye-yo?) / [A] 육칠팔구십이에요 (yuk-chil-pal-gu-sip-i-e-yo)	[Q] What is the password? / [A] It is six, seven, eight, nine, ten.
[Q] 이거 몇 개 드릴까요? (i-geo myeot gae deu-ril-kka-yo?) / [A] 두 개 주세요 (du gae ju-se-yo)	[Q] How many of these would you like? / [A] Two, please.
[Q] 커피 몇 잔 드릴까요? (keo-pi myeot jan deu-ril-kka-yo?) / [A] 한 잔 주세요 (han jan ju-se-yo)	[Q] How many cups of coffee would you like? / [A] One cup, please.
[Q] 몇 명이에요? (myeot myeong-i-e-yo?) / [A] 두 명이요 (du myeong-i-yo)	[Q] How many people? / [A] Two people.
[Q] 얼마예요? (eol-ma-ye-yo?) / [A] 오천 원이에요 (o-cheon won-i-e-yo)	[Q] How much is it? / [A] It is 5,000 won.
[Q] 한 번 더 할까요? (han beon deo hal-kka-yo?) / [A] 네, 한 번 더요 (ne han beon deo-yo)	[Q] Should we do it one more time? / [A] Yes, one more time.
[Q] 몇 잔 주세요? (myeot jan ju-se-yo?) / [A] 한 잔 주세요 (han jan ju-se-yo)	[Q] How many cups would you like? / [A] One cup, please.
[Q] 얼마예요? (eol-ma-ye-yo?) / [A] 오천 원이에요 (o-cheon won-i-e-yo)	[Q] How much is it? / [A] It is 5,000 won.
[Q] 얼마예요? (eol-ma-ye-yo?) / [A] 삼만 원이에요 (sam-man won-i-e-yo)	[Q] How much is it? / [A] It is 30,000 won.
